,tweets,tweet_long,id,created_date,source,likes,RTs,language,place,user_id,user_name,user_description,followers,followings,user_lists_member,user_total_favourites_count,user_statuses_count,user_created_account,user_location,user_lang
35,"Un machista recalcitrante me ha llamado analfabeta. 
A mí. 
Un machista recalcitrante. 

Vamos bien,¿sabéis por qué… https://t.co/SKqWWCyajG",140,1104081078397087744,2019-03-08 18:06:56,Twitter Web App,0,0,es,,291565069,Rebeca,"Psicóloga. Madre. Intentando llegar al PIR sin morir en el intento. Neurociencia. Neuropsicología. Psicobiología.
Y de todo un poco",589,704,12,8535,6231,2011-05-02 07:12:46,"Madrid, Comunidad de Madrid",es
36,#8M Espectacular!!! https://t.co/CIN4qTn2k7,43,1104081077801533440,2019-03-08 18:06:56,Instagram,0,0,es,,314024035,DsB,DUE a l hospital Germans Trias i Pujol de Badalona,115,350,0,903,658,2011-06-09 15:56:11,"Badalona, España",es
37,RT @HechoVisual: Calentando motores en #LaHuelgaFeminista. Por la #IgualdadEnLibertad el #8M #no https://t.co/sFvNpR8gnq,120,1104081077491195905,2019-03-08 18:06:56,Twitter for Android,0,2,es,,110191628,Marta Uriarte Blázquez,"Mujer , enfermera y luchadora marta.uriarteblazquez@gmail.com",1967,2883,37,8637,65651,2010-01-31 17:39:47,"Getxo, España ",es
38,RT @CARPoficial: Somos mujeres. Somos River. #DíaInternacionalDeLaMujer #8M https://t.co/4YVb0mS6DD,99,1104081077382119426,2019-03-08 18:06:56,Twitter for Android,0,152,es,,2975317595,.,👻:NazarenoAlcara5 // River y nada mas⚪🔴⚪// Prof. Educacion Fisica UNLP.,260,274,0,5360,8503,2015-01-12 20:58:10,"La Plata, Argentina",es
39,"RT @generosne: #8M
Compartimos el documento que suscribimos lxs feministas del campo nacional, popular, latinoamericano y disidente.

Mujer…",140,1104081076790673408,2019-03-08 18:06:56,Twitter Web App,0,6,es,,2493818375,cassandra,"Construyendo siempre el sueño colectivo. El Semillero-Nuevo Encuentro. 

De tanto que siente, eufórica.",605,670,1,5656,9122,2014-04-19 04:25:48,san telmo,es
40,"RT @MabelLaraNews: Gracias @kienyke 
Por este perfil este #8M https://t.co/uY4nT65FuB vía @kienyke",98,1104081076765556737,2019-03-08 18:06:56,Twitter for iPhone,0,6,es,,128029508,Maria Acosta,,973,1112,4,22753,28735,2010-03-30 22:28:52,Bogotá,es
41,"RT @Marsais_: @AntonioMaestre Otro macho alfa? 
#TiempoDeMujeres, pero no de florero
#8M #LaEspanaQueQuieresEsFeminista/💜",121,1104081076513853446,2019-03-08 18:06:56,Twitter for Android,0,5,es,,774687265,Sara Garcia Garcia,"Con la venda de los ojos, me hice un lazo para el pelo, 
ahora estoy más guapa y menos ciega !!!!!!",994,1205,25,81977,110077,2012-08-22 23:12:29,,es
42,RT @gitanos_org: Qué se escuche fuerte la voz de las mujeres gitanas!!! #8M https://t.co/bxGTmuc1CP,99,1104081076509700097,2019-03-08 18:06:56,Twitter for iPhone,0,2,es,,301498335,Elena,Disfrutando cada momento. MAKTUB,50,270,1,2636,931,2011-05-19 15:35:03,,es
43,"RT @AlikaKinan: Me escribe una piba q hoy sale a marchar y foto de su cartel.
Hay tanto y tantas x las q seguir y tantas luchas q dar. 
Sal…",140,1104081075729510401,2019-03-08 18:06:55,Twitter for Android,0,59,es,,845271997999403008,Trapdoor loves crowley,"Sentada comiendo cítricos, llorando mientras veo fotos de Alex Turner. Me paso viendo videos de Auronplay YSI",5549,3435,120,69820,45524,2017-03-24 13:52:03,L G [B] T,es
44,RT @HectorAstudillo: En el #DíaDeLaMujer⁠ ⁠ hagamos consciencia de que tanto mujeres como hombres debemos tener las mismas responsabilidade…,140,1104081075624730624,2019-03-08 18:06:55,Twitter for Android,0,76,es,,1090292399266512896,Marco Lozano,Aprendiz de lector,9,44,0,134,140,2019-01-29 16:55:39,,en
45,"RT @SanAmilcar: El #8M No es un festejo, es concientizar que podemos construir una forma distinta de relacionarnos, en una sociedad libre d…",140,1104081075456753664,2019-03-08 18:06:55,Twitter for Android,0,5,es,,1537157676,Nereida Catalan,"Mujer periodista, colaboradora de los diarios PUEBLO, Expresión Popular y otros más.",647,448,2,444,1387,2013-06-21 19:27:49,,es
46,"RT @policia: Cecilia es inspectora de @policia.
Su madre también fue @policia.
Nos lo cuenta en este vídeo de @tve_tve
Hace ya 40 años que…",139,1104081075331125253,2019-03-08 18:06:55,Twitter for iPhone,0,88,es,,2918015475,Marga,"Salí respondona,reparto a diestra y siniestra.Sólo hay una forma de hacer las cosas: bien.El Oviedo es mi vida💙💙💙, Sevilla mi pasión.",1049,885,7,50128,21680,2014-12-12 17:20:09,,es
47,"Qué bonita está mi Cádiz llena de gente reivindicando la igualdad.
#DíaDeLaMujer #8M #WomansDay https://t.co/vXVMKeCQTR",119,1104081074940895232,2019-03-08 18:06:55,Twitter for Android,0,0,es,,882909960119750656,JF Cózar,Guío niños. Estudio la belleza. Farandulófilo y biblióvoro. Fan de John Boy. Llevo @DeAssido,62,172,1,3325,1763,2017-07-06 10:31:52,,es
48,RT @soyingridbeck: Para muchos medios el #8M se reduce a historias inspiradoras de mujeres que lo lograron a pesar de los obstáculos. Para…,139,1104081073900789760,2019-03-08 18:06:55,Twitter for Android,0,2824,es,,220828864,Emi_SUR,"Coleccionista de particular humor; politologa ,abogada y docente, en orden cronológico de degradaciones",428,844,6,4449,17243,2010-11-28 23:28:02,Argentina,es
49,RT @AlfTuitea: Les dejo este pedazo de canción que hicieron hace 1 año las Pibas de Falta y Resto... #8M https://t.co/TMQqxTggdG,128,1104081073506603009,2019-03-08 18:06:55,Twitter for iPhone,0,576,es,,283245537,Sofía,,419,202,1,4066,4554,2011-04-16 22:17:10,"Montevideo, Uruguay",es
50,RT @CandeOchoaA: Ya estamos en el desayuno con el Presidente #8M https://t.co/urbOfYyLCU,88,1104081073452003337,2019-03-08 18:06:55,Twitter for Android,0,2,es,,3281019282,Liz,,12,207,0,749,49,2015-07-16 00:16:55,,es
51,"RT @pictoline: Por los derechos conquistados.
Y los que faltan.

#DíaDeLaMujer #InternationalWomensDay #8M https://t.co/YIeBII11A2",130,1104081072919322624,2019-03-08 18:06:55,Twitter for iPhone,0,1552,es,,283399207,Alejandra∞,learn to love your inner monster. 20✨,310,429,0,2403,7408,2011-04-17 06:32:23,ten feet tall,es
52,RT @RedZonaComic: @Mundi_Books @SapristiComic @PaniniComicsEsp @ReservoirBooks @Dibbuks @LaCupulaComic @NormaEditorial @Fandogamia @NovenoA…,140,1104081072835436544,2019-03-08 18:06:55,Twitter for Android,0,3,es,,431928158,Natalia Mos,Editora de cómics en @LaCupulaComic,428,499,14,1349,5007,2011-12-08 21:03:36,Barcelona,es
53,"RT @Fioreswift13x1: ""No deberías ser culpada por esperar 15 minutos, 15 dias o 15 años para denunciar un abuso o acoso sexual, o por lo que…",140,1104081072822906881,2019-03-08 18:06:55,Mobile Web (M2),0,72,es,,858325960101416961,ara ♡'s chan.,"nick robinson es mi mayor crush mientras que bangtan, stray kids, one direction y troye sivan son mi mayor debilidad y orgullo.",4426,3590,1,9613,31435,2017-04-29 14:23:50,jjk + pjm,es
54,"RT @pictoline: Por los derechos conquistados.
Y los que faltan.

#DíaDeLaMujer #InternationalWomensDay #8M https://t.co/YIeBII11A2",130,1104081072567054336,2019-03-08 18:06:55,Twitter Web Client,0,1552,es,,82213419,Luis Enrique Ruiz,Graphic Designer and coffee lover,50,188,1,105,646,2009-10-13 22:48:54,,en
55,"RT @fiallosJD: Las queremos vivas. 
Las queremos empoderadas. 
Las queremos libres. 
Las queremos sin miedo. 
Las queremos seguras. 

Feliz…",140,1104081072504164352,2019-03-08 18:06:55,Twitter for iPhone,0,22,es,,871812388126953473,Adrián Linares🌿,,44,197,0,3648,1054,2017-06-05 19:34:05,"San Salvador, El Salvador",es
56,"RT @espolitiks: #8M

Actualmente se cumplen 20 horas consecutivas del apagón histórico que ha dejado sin electricidad a mas de 20 Estados d…",140,1104081072042795008,2019-03-08 18:06:55,Twitter for Android,0,19,es,,4152667047,Andrés.,"The past is never dead, is not even past


Economía - UCV",1100,717,5,25468,16000,2015-11-10 00:11:00,"Caracas, Distrito Capital",es
57,"RT @AguilarChedraui: ¡NO SÓLO HOY, la lucha por la igualdad y la justicia para las mujeres debe ser todos los días!

#DíaDeLaMujer #8M 
#Di…",140,1104081071560450048,2019-03-08 18:06:54,Twitter for iPhone,0,2,es,,3086920434,Olga aguilar,,21,29,0,1573,574,2015-03-15 21:27:53,,es
58,RT @soyingridbeck: Para muchos medios el #8M se reduce a historias inspiradoras de mujeres que lo lograron a pesar de los obstáculos. Para…,139,1104081071275159561,2019-03-08 18:06:54,Twitter for Android,0,2824,es,,337897047,delos Ángeles,Plan dental! ♐,379,272,3,1708,42158,2011-07-18 19:12:59,,es
59,RT @agusanchezz__: Que nunca pare la lucha ✊🏼💚 #8M,50,1104081070520180738,2019-03-08 18:06:54,Twitter for iPhone,0,2,es,,884978602139422722,Kennie Fregosi,Fder 👩🏼‍⚖️🖤 Muy géminis,298,273,0,4780,1693,2017-07-12 03:31:55,,es
60,RT @TuDiosC: Feliz dia de la mujer a todas las chicas que me seguis ❣️#8M https://t.co/AQSAqJR4NG,97,1104081070230773760,2019-03-08 18:06:54,Twitter for Android,0,8,es,,1045997300701646849,IrisGamer🌈,"#Rovichuela🦄 #Lulyta🐶  #Crystalera💎
#Balover😊  #KraoESP💖.......

(Nueva cuenta antes me llamaba Iris_KawaiiYT)",45,32,0,2815,1914,2018-09-29 11:22:44,"Barcelona, Cataluña",en
61,Bilbao en el #8M https://t.co/QKfH1EFsFH,40,1104081069517746176,2019-03-08 18:06:54,Facebook,0,0,es,,2537953394,Pedro Brieger,Periodista. Sociólogo. Director de @infonodal,119569,1261,504,12185,15252,2014-05-31 17:59:53,Buenos Aires. Argentina,es
62,"RT @Coordinadora1DM: #8DeMarzoTodosLosDias Basta de discriminación, violencia y Feminicidios
Abajo el Estado patriarcal codo a codo 💞✌🌷🌹
#H…",140,1104081069303832581,2019-03-08 18:06:54,Twitter for Android,0,37,es,,734913577438609408,Geiner Segundo Mendo,,98,254,1,8520,8390,2016-05-24 01:07:05,,es
63,"#DíaDeLaMujer
#8M

La discriminación, desigualdad y violencia de la que miles de mujeres son víctimas diariamente r… https://t.co/apPaAzx1Ai",140,1104081068280479745,2019-03-08 18:06:54,Twitter Web Client,0,1,es,,252160277,CNDH en México,"Organismo público que protege, promueve, estudia y divulga los #DDHH de todos los mexicanos. Lic. Luis Raúl González Pérez #OmbudspersonNacional",239584,2599,1103,12406,29451,2011-02-14 16:27:27,México,es
64,"RT @PPD_Chile: ""Si las mujeres hoy tienen leyes que la protegen, qué tanto reclaman..."" ¡Pero la desigualdad brutal se mantiene, pues! #8M…",139,1104081068196540416,2019-03-08 18:06:54,Twitter for Android,0,2,es,,1335228152,PPD Santiago,Historia / Patrimonio / Sustentabilidad / SmartCities / #NuevaConstitución / #Migrantes. Desde las bases #PPD x #STGO.,1976,2466,20,13005,38448,2013-04-07 22:25:47,#Distrito10 / Stgo-Centro/ SCL,es
65,RT @blissy: Salimos a llenar las calles. #8M https://t.co/PXtDUvEfFf,68,1104081067928154112,2019-03-08 18:06:54,Twitter for Android,0,70,es,,538256254,Luisho,"INFP-T / Enneagram 9
















































Our brains are sick but thats okay



























IG: come.and_find.me",23,147,1,14220,2497,2012-03-27 15:42:32,"Málaga, Andalucía",es
66,"RT @pictoline: Por los derechos conquistados.
Y los que faltan.

#DíaDeLaMujer #InternationalWomensDay #8M https://t.co/YIeBII11A2",130,1104081067911331841,2019-03-08 18:06:54,Twitter for iPhone,0,1552,es,,42896161,Alexi,"Locutor, Papá, Enamorado, Escritor. Mi primera: “Me Enamoré”. Compra aquí la novela 👇🏻",2149,2427,13,26173,49247,2009-05-27 14:44:46,Santiago,es
67,RT @AdolBermejo: Sigamos trabajando para que la igualdad no sea un reclamo sino una realidad. Por una sociedad donde el respeto y la libert…,140,1104081066057498624,2019-03-08 18:06:53,Twitter for iPhone,0,6,es,,1941421663,ALE,"P. E. P 
Peronista y bostera",679,726,13,12874,23972,2013-10-06 16:12:30,"Mendoza, Argentina",es
68,"RT @1alos22: tranquila mamá, hoy ninguna va sola por la calle #8M https://t.co/OfV9idMtRM",89,1104081065868754944,2019-03-08 18:06:53,Twitter for Android,0,8383,es,,297685139,José Carlos,Me gusta pasear de la mano de Anna Karina. Soy un cinéfilo d'esos. Adoro las películas clásicas de piratas.,1335,264,19,82463,44329,2011-05-12 22:57:21,,es
69,"RT @gblumel: Un saludo a las mujeres en este #8M⁠ ⁠. Junto a @MinMujeryEG estamos impulsando en forma decidida #AgendaMujer
El Congreso ya…",139,1104081065814179841,2019-03-08 18:06:53,Twitter for Android,0,9,es,,800384621527478274,Pablo Norambuena,"Las ideas son poderosas. Intento ser Tolerante y respetuoso, si queremos crecer como país debemos crecer internamente. Evopoli por convicción.",192,306,2,2365,1716,2016-11-20 17:05:39,,es
70,RT @mauriciomacri: ENIA es el plan que implementamos para prevenir los embarazos no intencionales en la adolescencia. En el marco del Día d…,140,1104081065600270337,2019-03-08 18:06:53,Twitter Web Client,0,543,es,,937756976972554240,Formación Docente BA - DPFD BA,"Twitter Oficial de la DIRECCIÓN PROVINCIAL DE FORMACIÓN DOCENTE (DPFD BA) de la Dirección Gral. de Cultura y Educación de la Prov. de Buenos Aires, @BAeducacion",1652,3547,2,5893,4026,2017-12-04 18:54:20,"Torre 1 (Calles 12 y 51, Piso 9º), La Plata, Buenos Aires, Argentina.",es
71,"RT @LlorachAlba: A la #manifestacion8m #8M 
Resistir, insistir y persistir a #Tarragona
💜💜💜💜💜💪💪💪💪💪 https://t.co/5tYHkvtAIu",122,1104081065357000711,2019-03-08 18:06:53,Twitter for Android,0,1,es,,929630874219540481,Ana Maria,"Nací y sigo libre,  es lo único que me hace feliz.",47,43,0,7347,8899,2017-11-12 08:44:06,"Sevilla, España",es
